channel code,order no,extern order no,flipkart extern order no,unique external order no,order date & time,date,order type,order level status,line status,sr status,forward status,report status,cancellation type,reason for cancellation,bill city,bill pin code,bill email,bill phone,bill state,ship city,ship pincode,ship email,ship phone,ship state,sku,ean,order amount,line amount,mrp,discount amount,order qty,voucher code,voucher amount,shipping charges,brand code,fullfilment location name,fullfilment location pincode,fullfilment location city,fullfilment location state,location type,extern location code,shipment id,extern transporter name,awb,razorpay status,razorpay order id,razorpay payment id,transporter remarks,transporter remarks2,transporter shipment id,internal invoice no,external invoice no,invoice date,pack time & date,ship by date,shipped  complete time & date,line level tax value,order level tax value,tagloop,on hold,bag id,marketplace name,marketplace type,line cancellation reason,line cancelled by,sr pickup timestamp,sr customer delivered timestamp,sr pickup ageing in days,sr delivered ageing in days,exchange original bagid,replacement order,customer order tag,payment gateway name,pg amount (bagid),ca+brand point redemption (bag id),egc redemption (bag id),is exchange,original bagid,original order no,payu payment id,order channel,delivered_date,marketplace/web,order-sku_combo,fulfillment_id,order_dt,order_dt_date,order_dt_time,pack_dt,pack_dt_date,pack_dt_time,ship_dt,ship_dt_date,ship_dt_time,del_dt,del_dt_date,del_dt_time,sr_order picked up date,sr_order deliver date,sr_pickupdt,sr_pickupdt_date,sr_pickupdt_time,sr_deliverdt,sr_deliverdt_date,sr_deliverdt_time,o2p,p2s,s2d,o2d,o2p_D,p2s_D,s2d_D,o2d_D,o2p_Abs,p2s_Abs,s2d_Abs,o2d_Abs,o2p_H,p2s_H,s2d_H,o2d_H,lane,sr_zone,sr_charged weight,sr_edd,sr_weight (kg),sr_awb code,sr_awb assigned date,sr_order tags,sr_master courier
NB,NB50000173,NBI00500173,,NBI00500173,2/23/2026 15:41,2/23/2026,Prepaid,Cancelled,delivered,pending,cancelled,Pickup pending,Out of Stock,Duplicate order,Surat,395001,user23780@example.com,8386669012,Gujarat,Surat,395001,user23780@example.com,8386669012,Gujarat,SKU9286841,6.05E+12,2499,2499,2999,500,1,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH48,LFW119151578,Ekart,5386315651,,,pay_NBTBMJWOPUDL,,,TSID119151578,NBLFW5243233430,9.74E+14,2/23/2026 15:41,2/23/2026 17:59,2/24/2026 18:04,2/23/2026 20:31,124.95,124.95,,NO,NBI00500173-386329864-1,Custom,Custom,,,,,,,NO,,,,Web,2/24/2026,Website,NBI00500173386329864,NBI00500173386329864,2/23/2026 15:41,2/23/2026,15:41:20,2/23/2026 17:59,Web,17:59:40,2/23/2026 20:31,2/23/2026,20:31:41,2/24/2026 20:25,2/24/2026,20:25:01,2/23/2026,2/24/2026,2/23/2026 20:31,2/23/2026,20:31:41,2/24/2026 20:25,2/24/2026,20:25:01,2.306,2.533,23.889,28.728,D0,D0,D0,D1,2.306,2.533,23.889,28.728,0-6Hrs,0-6Hrs,12-24Hrs,24+Hrs,Thane-Surat,z_b,1,2/25/2026,0.6,5386315651,2/23/2026 17:54,WMS,Ekart,,,,,,,
RK,RK50000174,RKI00500174,,RKI00500174,1/22/2026 2:01,1/22/2026,Prepaid,Shipped,cancelled,pickup scheduled,delivered,Pickup pending,,,Hyderabad,500001,user34630@example.com,9094421807,Telangana,Hyderabad,500001,user34630@example.com,9094421807,Telangana,SKU1082902,6.76E+12,699,699,999,300,1,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH51,LFW850185649,Ekart,6925149894,,,pay_RKLRHVUXGWCC,,,TSID850185649,RKLFW2978664640,9.25E+14,1/22/2026 2:01,1/22/2026 5:11,1/24/2026 3:49,1/22/2026 7:43,34.95,34.95,,NO,RKI00500174-926217516-1,Magento,Custom,,,,,,,NO,,,,Web,1/24/2026,Website,RKI00500174926217516,RKI00500174926217516,1/22/2026 2:01,1/22/2026,02:01:27,1/22/2026 5:11,Web,05:11:48,1/22/2026 7:43,1/22/2026,07:43:38,1/24/2026 20:41,1/24/2026,20:41:46,1/22/2026,1/24/2026,1/22/2026 7:43,1/22/2026,07:43:38,1/24/2026 20:41,1/24/2026,20:41:46,3.172,2.531,60.969,66.672,D0,D0,D2,D2,3.172,2.531,60.969,66.672,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Hyderabad,z_b,0.3,1/26/2026,0.2,6925149894,1/22/2026 5:06,WMS,Ekart,,,,,,,
NB,NB50000175,NBI00500175,,NBI00500175,1/27/2026 18:43,1/27/2026,Prepaid,Delivered,processing,in transit,in transit,Pickup pending,,,Pune,411001,user79410@example.com,9608969880,Maharashtra,Pune,411001,user79410@example.com,9608969880,Maharashtra,SKU8617224,6.17E+12,4999,4999,4999,0,1,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH43,LFW554293711,Delhivery,5589770880,,,pay_NBQKBOILDBUM,,,TSID554293711,NBLFW3784783625,9.27E+14,1/27/2026 18:43,1/27/2026 22:00,1/30/2026 16:03,1/27/2026 23:47,249.95,249.95,,NO,NBI00500175-318170843-1,Magento,Custom,,,,,,,NO,,,,Web,1/29/2026,Website,NBI00500175318170843,NBI00500175318170843,1/27/2026 18:43,1/27/2026,18:43:18,1/27/2026 22:00,Marketplace,22:00:24,1/27/2026 23:47,1/27/2026,23:47:29,1/29/2026 6:35,1/29/2026,06:35:35,1/27/2026,1/29/2026,1/27/2026 23:47,1/27/2026,23:47:29,1/29/2026 6:35,1/29/2026,06:35:35,3.285,1.785,30.802,35.871,D0,D0,D1,D1,3.285,1.785,30.802,35.871,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Pune,z_b,0.6,1/30/2026,0.5,5589770880,1/27/2026 21:55,WMS,Delhivery,,,,,,,
RK,RK50000176,RKI00500176,,RKI00500176,2/25/2026 2:30,2/25/2026,Prepaid,Delivered,delivered,in transit,cancelled,Pickup pending,,,Jaipur,302001,user71940@example.com,7469809301,Rajasthan,Jaipur,302001,user71940@example.com,7469809301,Rajasthan,SKU1598744,6.29E+12,2499,2499,2499,0,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH50,LFW631686523,ElasticRun SDD,8265726536,,,pay_RKNKAFICFVYA,,,TSID631686523,RKLFW1883497862,9.35E+14,2/25/2026 2:30,2/25/2026 3:39,2/26/2026 8:02,2/25/2026 4:46,124.95,124.95,,NO,RKI00500176-528372348-1,Custom,Custom,,,,,,,NO,,,,App,2/25/2026,Website,RKI00500176528372348,RKI00500176528372348,2/25/2026 2:30,2/25/2026,02:30:40,2/25/2026 3:39,Marketplace,03:39:39,2/25/2026 4:46,2/25/2026,04:46:59,2/25/2026 23:26,2/25/2026,23:26:53,2/25/2026,2/25/2026,2/25/2026 4:46,2/25/2026,04:46:59,2/25/2026 23:26,2/25/2026,23:26:53,1.15,1.122,18.665,20.937,D0,D0,D0,D0,1.15,1.122,18.665,20.937,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Navi Mumbai-Jaipur,z_b,1.4,2/27/2026,1.2,8265726536,2/25/2026 3:34,WMS,ElasticRun SDD,,,,,,,
NB,NB50000177,NBI00500177,,NBI00500177,3/14/2026 15:38,3/14/2026,COD,Delivered,processing,pending,delivered,Pickup pending,,,Mumbai,400077,user50543@example.com,7818503364,Maharashtra,Mumbai,400077,user50543@example.com,7818503364,Maharashtra,SKU2575550,6.33E+12,2999,2999,3499,500,2,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH41,LFW423340207,ElasticRun SDD,8850124241,,,pay_NBUDIUVROQFI,,,TSID423340207,NBLFW8345069030,9.90E+14,3/14/2026 15:38,3/14/2026 17:30,3/17/2026 3:52,3/14/2026 18:35,149.95,149.95,,NO,NBI00500177-141946169-1,WooCommerce,Custom,,,,,,,NO,,,,App,3/16/2026,Website,NBI00500177141946169,NBI00500177141946169,3/14/2026 15:38,3/14/2026,15:38:27,3/14/2026 17:30,Web,17:30:46,3/14/2026 18:35,3/14/2026,18:35:01,3/16/2026 12:46,3/16/2026,12:46:21,3/14/2026,3/16/2026,3/14/2026 18:35,3/14/2026,18:35:01,3/16/2026 12:46,3/16/2026,12:46:21,1.872,1.071,42.189,45.131,D0,D0,D1,D1,1.872,1.071,42.189,45.131,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Mumbai,z_b,1.8,3/17/2026,1.3,8850124241,3/14/2026 17:25,WMS,ElasticRun SDD,,,,,,,
NB,NB50000178,NBI00500178,,NBI00500178,03-08-2026 16:08,03-08-2026,Prepaid,Cancelled,delivered,pending,in transit,Pickup pending,,,Surat,395001,user65386@example.com,8714179840,Gujarat,Surat,395001,user65386@example.com,8714179840,Gujarat,SKU6821657,6.12E+12,499,499,999,500,3,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH42,LFW958762678,XpressBees,2238067088,,,pay_NBWIEXGNSCJH,,,TSID958762678,NBLFW2265841695,9.70E+14,03-08-2026 16:08,03-08-2026 19:38,03-10-2026 19:20,03-08-2026 20:27,24.95,24.95,,NO,NBI00500178-497789523-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,03-11-2026,Website,NBI00500178497789523,NBI00500178497789523,03-08-2026 16:08,03-08-2026,16:08:31,03-08-2026 19:38,Web,19:38:41,03-08-2026 20:27,03-08-2026,20:27:07,03-11-2026 08:10,03-11-2026,08:10:19,03-08-2026,03-11-2026,03-08-2026 20:27,03-08-2026,20:27:07,03-11-2026 08:10,03-11-2026,08:10:19,3.503,0.807,59.72,64.03,D0,D0,D2,D2,3.503,0.807,59.72,64.03,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Surat,z_b,0.9,03-12-2026,0.6,2238067088,03-08-2026 19:33,WMS,XpressBees,,,,,,,
NB,NB50000179,NBI00500179,,NBI00500179,02-08-2026 13:43,02-08-2026,COD,Partially Shipped,cancelled,pending,pickup pending,Pickup pending,,,Chennai,600001,user17123@example.com,7363608048,Tamil Nadu,Chennai,600001,user17123@example.com,7363608048,Tamil Nadu,SKU3334991,6.84E+12,2199,2199,2499,300,1,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH81,LFW940101757,Ekart,6082544784,,,pay_NBSQLETRSJBY,,,TSID940101757,NBLFW2876440371,9.29E+14,02-08-2026 13:43,02-08-2026 15:15,02-11-2026 04:20,02-08-2026 16:50,109.95,109.95,,NO,NBI00500179-748432130-1,Magento,Custom,,,,,,,NO,,,,Web,02-11-2026,Website,NBI00500179748432130,NBI00500179748432130,02-08-2026 13:43,02-08-2026,13:43:54,02-08-2026 15:15,Marketplace,15:15:06,02-08-2026 16:50,02-08-2026,16:50:28,02-11-2026 09:23,02-11-2026,09:23:50,02-08-2026,02-11-2026,02-08-2026 16:50,02-08-2026,16:50:28,02-11-2026 09:23,02-11-2026,09:23:50,1.52,1.59,64.556,67.665,D0,D0,D2,D2,1.52,1.59,64.556,67.665,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Chennai,z_b,1.6,02-12-2026,1.4,6082544784,02-08-2026 15:10,WMS,Ekart,,,,,,,
NB,NB50000180,NBI00500180,,NBI00500180,1/14/2026 7:40,1/14/2026,Prepaid,Partially Shipped,processing,delivered,in transit,Pickup pending,Out of Stock,Duplicate order,Chennai,600001,user72411@example.com,9063587773,Tamil Nadu,Chennai,600001,user72411@example.com,9063587773,Tamil Nadu,SKU2021141,6.81E+12,4999,4999,4999,0,3,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH66,LFW872172887,BlueDart,7993235236,,,pay_NBTVOVTDNEUA,,,TSID872172887,NBLFW3953969835,9.11E+14,1/14/2026 7:40,1/14/2026 8:57,1/15/2026 23:34,1/14/2026 10:11,249.95,249.95,,NO,NBI00500180-270411287-1,Shopify,Custom,,,,,,,NO,,,,Web,1/16/2026,Website,NBI00500180270411287,NBI00500180270411287,1/14/2026 7:40,1/14/2026,07:40:12,1/14/2026 8:57,Web,08:57:44,1/14/2026 10:11,1/14/2026,10:11:19,1/16/2026 3:04,1/16/2026,03:04:36,1/14/2026,1/16/2026,1/14/2026 10:11,1/14/2026,10:11:19,1/16/2026 3:04,1/16/2026,03:04:36,1.292,1.226,40.888,43.407,D0,D0,D1,D1,1.292,1.226,40.888,43.407,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Chennai,z_b,0.9,1/16/2026,0.5,7993235236,1/14/2026 8:52,WMS,BlueDart,,,,,,,
AX,AX50000181,AXI00500181,,AXI00500181,1/13/2026 22:03,1/13/2026,COD,Cancelled,shipped complete,in transit,pickup pending,Pickup pending,,,Chennai,600001,user85502@example.com,9177463456,Tamil Nadu,Chennai,600001,user85502@example.com,9177463456,Tamil Nadu,SKU2800796,6.46E+12,3799,3799,3999,200,1,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH59,LFW798385649,BlueDart,9736322281,,,pay_AXOWZEIZYVJM,,,TSID798385649,AXLFW7957316436,9.05E+14,1/13/2026 22:03,1/14/2026 0:32,1/16/2026 7:32,1/14/2026 2:42,189.95,189.95,,NO,AXI00500181-259242302-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,1/15/2026,Website,AXI00500181259242302,AXI00500181259242302,1/13/2026 22:03,1/13/2026,22:03:32,1/14/2026 0:32,Marketplace,00:32:16,1/14/2026 2:42,1/14/2026,02:42:26,1/15/2026 14:10,1/15/2026,14:10:42,1/14/2026,1/15/2026,1/14/2026 2:42,1/14/2026,02:42:26,1/15/2026 14:10,1/15/2026,14:10:42,2.479,2.169,35.471,40.119,D0,D0,D1,D1,2.479,2.169,35.471,40.119,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Chennai,z_b,2.2,1/16/2026,1.9,9736322281,1/14/2026 0:27,WMS,BlueDart,,,,,,,
ZP,ZP50000182,ZPI00500182,,ZPI00500182,1/17/2026 16:02,1/17/2026,Prepaid,Cancelled,processing,pending,in transit,Pickup pending,Out of Stock,Duplicate order,Chennai,600001,user36678@example.com,7142761236,Tamil Nadu,Chennai,600001,user36678@example.com,7142761236,Tamil Nadu,SKU2133636,6.03E+12,1799,1799,1999,200,1,,0,0,ZP,ZP Center,110020,Delhi,Delhi,WH,MBWH99,LFW911548967,ElasticRun SDD,9128109021,,,pay_ZPOVJHGXFNQZ,,,TSID911548967,ZPLFW9475343686,9.11E+14,1/17/2026 16:02,1/17/2026 18:48,1/20/2026 7:52,1/17/2026 20:46,89.95,89.95,,NO,ZPI00500182-257740247-1,Shopify,Custom,,,,,,,NO,,,,Web,1/19/2026,Website,ZPI00500182257740247,ZPI00500182257740247,1/17/2026 16:02,1/17/2026,16:02:55,1/17/2026 18:48,Web,18:48:54,1/17/2026 20:46,1/17/2026,20:46:01,1/19/2026 19:50,1/19/2026,19:50:11,1/17/2026,1/19/2026,1/17/2026 20:46,1/17/2026,20:46:01,1/19/2026 19:50,1/19/2026,19:50:11,2.767,1.952,47.07,51.788,D0,D0,D1,D2,2.767,1.952,47.07,51.788,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Chennai,z_b,0.7,1/18/2026,0.2,9128109021,1/17/2026 18:43,WMS,ElasticRun SDD,,,,,,,
VS,VS50000183,VSI00500183,,VSI00500183,2/16/2026 17:48,2/16/2026,COD,Delivered,delivered,pickup scheduled,cancelled,Pickup pending,,,Mumbai,400077,user53848@example.com,7255086561,Maharashtra,Mumbai,400077,user53848@example.com,7255086561,Maharashtra,SKU9860962,6.21E+12,1799,1799,2499,700,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH59,LFW711122760,XpressBees,4753702208,,,pay_VSTQJMTBRWDS,,,TSID711122760,VSLFW1335625113,9.84E+14,2/16/2026 17:48,2/16/2026 20:30,2/19/2026 2:33,2/16/2026 23:10,89.95,89.95,,NO,VSI00500183-289487632-1,Magento,Custom,,,,,,,NO,,,,App,2/18/2026,Website,VSI00500183289487632,VSI00500183289487632,2/16/2026 17:48,2/16/2026,17:48:39,2/16/2026 20:30,Web,20:30:56,2/16/2026 23:10,2/16/2026,23:10:37,2/18/2026 7:37,2/18/2026,07:37:10,2/16/2026,2/18/2026,2/16/2026 23:10,2/16/2026,23:10:37,2/18/2026 7:37,2/18/2026,07:37:10,2.705,2.661,32.443,37.809,D0,D0,D1,D1,2.705,2.661,32.443,37.809,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Mumbai,z_b,0.5,2/18/2026,0.3,4753702208,2/16/2026 20:25,WMS,XpressBees,,,,,,,
VS,VS50000184,VSI00500184,,VSI00500184,03-12-2026 18:47,03-12-2026,COD,Shipped,processing,delivered,delivered,Pickup pending,Customer Request,Changed mind,Hyderabad,500001,user11952@example.com,8073408529,Telangana,Hyderabad,500001,user11952@example.com,8073408529,Telangana,SKU9280480,6.89E+12,699,699,999,300,1,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH59,LFW645035932,ElasticRun SDD,5447868483,,,pay_VSODTLLGKNBH,,,TSID645035932,VSLFW6799312597,9.74E+14,03-12-2026 18:47,03-12-2026 20:46,3/13/2026 21:46,03-12-2026 23:10,34.95,34.95,,NO,VSI00500184-076417204-1,Shopify,Custom,,,,,,,NO,,,,Web,3/15/2026,Website,VSI00500184076417204,VSI00500184076417204,03-12-2026 18:47,03-12-2026,18:47:07,03-12-2026 20:46,Marketplace,20:46:27,03-12-2026 23:10,03-12-2026,23:10:03,3/15/2026 17:54,3/15/2026,17:54:24,03-12-2026,3/15/2026,03-12-2026 23:10,03-12-2026,23:10:03,3/15/2026 17:54,3/15/2026,17:54:24,1.989,2.393,66.739,71.121,D0,D0,D2,D2,1.989,2.393,66.739,71.121,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Hyderabad,z_b,0.4,3/13/2026,0.2,5447868483,03-12-2026 20:41,WMS,ElasticRun SDD,,,,,,,
NB,NB50000185,NBI00500185,,NBI00500185,01-08-2026 02:54,01-08-2026,COD,Shipped,shipped complete,pickup scheduled,delivered,Pickup pending,,,Delhi,110001,user21074@example.com,7256495642,Delhi,Delhi,110001,user21074@example.com,7256495642,Delhi,SKU5097740,6.32E+12,1299,1299,1999,700,2,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH36,LFW865721655,Delhivery,6241094005,,,pay_NBZEBHWOUYOD,,,TSID865721655,NBLFW7663237365,9.38E+14,01-08-2026 02:54,01-08-2026 04:27,01-10-2026 10:21,01-08-2026 05:03,64.95,64.95,,NO,NBI00500185-114338692-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,01-09-2026,Website,NBI00500185114338692,NBI00500185114338692,01-08-2026 02:54,01-08-2026,02:54:52,01-08-2026 04:27,Web,04:27:22,01-08-2026 05:03,01-08-2026,05:03:55,01-09-2026 14:02,01-09-2026,14:02:44,01-08-2026,01-09-2026,01-08-2026 05:03,01-08-2026,05:03:55,01-09-2026 14:02,01-09-2026,14:02:44,1.542,0.609,32.98,35.131,D0,D0,D1,D1,1.542,0.609,32.98,35.131,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Delhi,z_b,1,01-11-2026,0.7,6241094005,01-08-2026 04:22,WMS,Delhivery,,,,,,,
AX,AX50000186,AXI00500186,,AXI00500186,2/19/2026 11:23,2/19/2026,COD,Shipped,cancelled,pickup scheduled,delivered,Pickup pending,,,Surat,395001,user33433@example.com,8906143791,Gujarat,Surat,395001,user33433@example.com,8906143791,Gujarat,SKU4094168,6.48E+12,4999,4999,4999,0,3,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH97,LFW879307086,Ekart,5412413776,,,pay_AXTILIVIZUZY,,,TSID879307086,AXLFW8206824242,9.88E+14,2/19/2026 11:23,2/19/2026 14:58,2/20/2026 21:16,2/19/2026 16:26,249.95,249.95,,NO,AXI00500186-280761824-1,Custom,Custom,,,,,,,NO,,,,Web,2/20/2026,Website,AXI00500186280761824,AXI00500186280761824,2/19/2026 11:23,2/19/2026,11:23:35,2/19/2026 14:58,Web,14:58:53,2/19/2026 16:26,2/19/2026,16:26:35,2/20/2026 7:06,2/20/2026,07:06:29,2/19/2026,2/20/2026,2/19/2026 16:26,2/19/2026,16:26:35,2/20/2026 7:06,2/20/2026,07:06:29,3.588,1.462,14.665,19.715,D0,D0,D0,D0,3.588,1.462,14.665,19.715,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Bengaluru-Surat,z_b,1.1,2/22/2026,0.8,5412413776,2/19/2026 14:53,WMS,Ekart,,,,,,,
RK,RK50000187,RKI00500187,,RKI00500187,2/26/2026 0:12,2/26/2026,COD,Shipped,processing,delivered,delivered,Pickup pending,,,Mumbai,400077,user28753@example.com,7106062498,Maharashtra,Mumbai,400077,user28753@example.com,7106062498,Maharashtra,SKU7855353,6.64E+12,1199,1199,1499,300,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH43,LFW236604097,BlueDart,9027531700,,,pay_RKDCQODQCHGK,,,TSID236604097,RKLFW1749451693,9.90E+14,2/26/2026 0:12,2/26/2026 1:18,2/28/2026 2:55,2/26/2026 2:42,59.95,59.95,,NO,RKI00500187-906779755-1,Custom,Custom,,,,,,,NO,,,,App,2/28/2026,Website,RKI00500187906779755,RKI00500187906779755,2/26/2026 0:12,2/26/2026,00:12:14,2/26/2026 1:18,Web,01:18:54,2/26/2026 2:42,2/26/2026,02:42:42,2/28/2026 4:58,2/28/2026,04:58:35,2/26/2026,2/28/2026,2/26/2026 2:42,2/26/2026,02:42:42,2/28/2026 4:58,2/28/2026,04:58:35,1.111,1.397,50.265,52.772,D0,D0,D2,D2,1.111,1.397,50.265,52.772,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Mumbai,z_b,0.5,03-01-2026,0.3,9027531700,2/26/2026 1:13,WMS,BlueDart,,,,,,,
AX,AX50000188,AXI00500188,,AXI00500188,2/16/2026 7:42,2/16/2026,Prepaid,Shipped,delivered,pending,delivered,Pickup pending,Out of Stock,Duplicate order,Surat,395001,user57486@example.com,9806030658,Gujarat,Surat,395001,user57486@example.com,9806030658,Gujarat,SKU1522734,6.40E+12,699,699,999,300,1,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH94,LFW879815487,XpressBees,9729948493,,,pay_AXHZYLHOKXDW,,,TSID879815487,AXLFW5939533165,9.11E+14,2/16/2026 7:42,2/16/2026 9:55,2/19/2026 6:25,2/16/2026 12:03,34.95,34.95,,NO,AXI00500188-415464146-1,Shopify,Custom,,,,,,,NO,,,,App,2/18/2026,Website,AXI00500188415464146,AXI00500188415464146,2/16/2026 7:42,2/16/2026,07:42:16,2/16/2026 9:55,Web,09:55:44,2/16/2026 12:03,2/16/2026,12:03:32,2/18/2026 4:18,2/18/2026,04:18:00,2/16/2026,2/18/2026,2/16/2026 12:03,2/16/2026,12:03:32,2/18/2026 4:18,2/18/2026,04:18:00,2.224,2.13,40.241,44.595,D0,D0,D1,D1,2.224,2.13,40.241,44.595,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Surat,z_b,1.1,2/17/2026,0.9,9729948493,2/16/2026 9:50,WMS,XpressBees,,,,,,,
RK,RK50000189,RKI00500189,,RKI00500189,1/30/2026 10:19,1/30/2026,Prepaid,Delivered,cancelled,pending,delivered,Pickup pending,Customer Request,Changed mind,Surat,395001,user63592@example.com,9709402800,Gujarat,Surat,395001,user63592@example.com,9709402800,Gujarat,SKU5109477,7.00E+12,3299,3299,3999,700,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH14,LFW642267469,ElasticRun SDD,7049473418,,,pay_RKLEMWRHWJDK,,,TSID642267469,RKLFW5223016951,9.97E+14,1/30/2026 10:19,1/30/2026 12:34,1/31/2026 16:20,1/30/2026 14:30,164.95,164.95,,NO,RKI00500189-767232596-1,WooCommerce,Custom,,,,,,,NO,,,,Web,02-02-2026,Website,RKI00500189767232596,RKI00500189767232596,1/30/2026 10:19,1/30/2026,10:19:34,1/30/2026 12:34,Web,12:34:58,1/30/2026 14:30,1/30/2026,14:30:22,02-02-2026 04:06,02-02-2026,04:06:47,1/30/2026,02-02-2026,1/30/2026 14:30,1/30/2026,14:30:22,02-02-2026 04:06,02-02-2026,04:06:47,2.257,1.923,61.607,65.787,D0,D0,D2,D2,2.257,1.923,61.607,65.787,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Surat,z_b,0.8,02-03-2026,0.3,7049473418,1/30/2026 12:29,WMS,ElasticRun SDD,,,,,,,
RK,RK50000190,RKI00500190,,RKI00500190,02-07-2026 17:25,02-07-2026,COD,Cancelled,processing,pending,cancelled,Pickup pending,Out of Stock,Duplicate order,Kolkata,700001,user28481@example.com,7412213852,West Bengal,Kolkata,700001,user28481@example.com,7412213852,West Bengal,SKU9545877,6.16E+12,299,299,999,700,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH15,LFW349391082,Ekart,4320036885,,,pay_RKLJFDJIPOHF,,,TSID349391082,RKLFW6572069519,9.51E+14,02-07-2026 17:25,02-07-2026 20:31,02-09-2026 21:43,02-07-2026 22:51,14.95,14.95,,NO,RKI00500190-568630387-1,WooCommerce,Custom,,,,,,,NO,,,,App,02-10-2026,Website,RKI00500190568630387,RKI00500190568630387,02-07-2026 17:25,02-07-2026,17:25:34,02-07-2026 20:31,Marketplace,20:31:35,02-07-2026 22:51,02-07-2026,22:51:36,02-10-2026 06:16,02-10-2026,06:16:57,02-07-2026,02-10-2026,02-07-2026 22:51,02-07-2026,22:51:36,02-10-2026 06:16,02-10-2026,06:16:57,3.1,2.334,55.422,60.856,D0,D0,D2,D2,3.1,2.334,55.422,60.856,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Kolkata,z_b,2.1,02-10-2026,1.6,4320036885,02-07-2026 20:26,WMS,Ekart,,,,,,,
VS,VS50000191,VSI00500191,,VSI00500191,03-07-2026 17:21,03-07-2026,COD,Cancelled,processing,delivered,cancelled,Pickup pending,,,Jaipur,302001,user98257@example.com,7840431932,Rajasthan,Jaipur,302001,user98257@example.com,7840431932,Rajasthan,SKU4273782,6.54E+12,699,699,999,300,1,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH90,LFW564142028,ElasticRun SDD,5810108219,,,pay_VSDWZQKGRVUB,,,TSID564142028,VSLFW7413483748,9.12E+14,03-07-2026 17:21,03-07-2026 18:26,03-09-2026 19:16,03-07-2026 21:12,34.95,34.95,,NO,VSI00500191-899538428-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,03-10-2026,Website,VSI00500191899538428,VSI00500191899538428,03-07-2026 17:21,03-07-2026,17:21:42,03-07-2026 18:26,Web,18:26:38,03-07-2026 21:12,03-07-2026,21:12:01,03-10-2026 18:47,03-10-2026,18:47:30,03-07-2026,03-10-2026,03-07-2026 21:12,03-07-2026,21:12:01,03-10-2026 18:47,03-10-2026,18:47:30,1.082,2.756,69.591,73.43,D0,D0,D2,D3,1.082,2.756,69.591,73.43,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Jaipur,z_b,1.7,03-09-2026,1.3,5810108219,03-07-2026 18:21,WMS,ElasticRun SDD,,,,,,,
